pool,pool_label,week_start,next_cumulative_net_return_bps,pool_next_cumulative_net_return_bps,next_cumulative_alpha_bps
w1401_1410_1m,14:01-14:10 / 1m,2025-06-11,-2039.208208,688.168869,-2727.377077
w1401_1410_1m,14:01-14:10 / 1m,2025-06-12,-2111.921158,618.632642,-2730.553800
w1401_1410_1m,14:01-14:10 / 1m,2025-06-13,-2087.006420,635.592808,-2722.599228
w1401_1410_1m,14:01-14:10 / 1m,2025-06-16,-2092.990208,637.492412,-2730.482619
w1401_1410_1m,14:01-14:10 / 1m,2025-06-17,-2071.263889,634.872039,-2706.135928
w1401_1410_1m,14:01-14:10 / 1m,2025-06-18,-2126.276838,558.088924,-2684.365762
w1401_1410_1m,14:01-14:10 / 1m,2025-06-19,-2187.110850,513.469553,-2700.580403
w1401_1410_1m,14:01-14:10 / 1m,2025-06-20,-2149.886050,571.951061,-2721.837111
w1401_1410_1m,14:01-14:10 / 1m,2025-06-23,-2040.576868,687.145266,-2727.722134
w1401_1410_1m,14:01-14:10 / 1m,2025-06-24,-1937.222952,746.809159,-2684.032111
w1401_1410_1m,14:01-14:10 / 1m,2025-06-25,-1936.871683,746.340410,-2683.212092
w1401_1410_1m,14:01-14:10 / 1m,2025-06-26,-1932.515634,774.916300,-2707.431934
w1401_1410_1m,14:01-14:10 / 1m,2025-06-27,-1849.269263,836.970920,-2686.240182
w1401_1410_1m,14:01-14:10 / 1m,2025-06-30,-1836.662814,866.976163,-2703.638977
w1401_1410_1m,14:01-14:10 / 1m,2025-07-01,-1903.263245,850.711580,-2753.974825
w1401_1410_1m,14:01-14:10 / 1m,2025-07-02,-1859.321242,900.582150,-2759.903392
w1401_1410_1m,14:01-14:10 / 1m,2025-07-03,-1906.895781,859.967391,-2766.863172
w1401_1410_1m,14:01-14:10 / 1m,2025-07-04,-1927.297166,876.095078,-2803.392244
w1401_1410_1m,14:01-14:10 / 1m,2025-07-07,-1842.280240,943.827154,-2786.107395
w1401_1410_1m,14:01-14:10 / 1m,2025-07-08,-1859.987533,940.516863,-2800.504397
w1401_1410_1m,14:01-14:10 / 1m,2025-07-09,-1897.120869,945.062289,-2842.183159
w1401_1410_1m,14:01-14:10 / 1m,2025-07-10,-1889.596487,964.835430,-2854.431917
w1401_1410_1m,14:01-14:10 / 1m,2025-07-11,-1880.848156,990.808357,-2871.656513
w1401_1410_1m,14:01-14:10 / 1m,2025-07-14,-1884.797318,955.157003,-2839.954321
w1401_1410_1m,14:01-14:10 / 1m,2025-07-15,-1857.097226,992.662697,-2849.759923
w1401_1410_1m,14:01-14:10 / 1m,2025-07-16,-1787.794382,1043.977740,-2831.772122
w1401_1410_1m,14:01-14:10 / 1m,2025-07-17,-1767.306627,1060.209420,-2827.516046
w1401_1410_1m,14:01-14:10 / 1m,2025-07-18,-1723.623793,1144.766153,-2868.389946
w1401_1410_1m,14:01-14:10 / 1m,2025-07-21,-1707.962026,1167.323928,-2875.285954
w1401_1410_1m,14:01-14:10 / 1m,2025-07-22,-1715.212514,1155.840322,-2871.052836
w1401_1410_1m,14:01-14:10 / 1m,2025-07-23,-1693.072647,1184.345077,-2877.417725
w1401_1410_1m,14:01-14:10 / 1m,2025-07-24,-1665.251943,1213.968093,-2879.220036
w1401_1410_1m,14:01-14:10 / 1m,2025-07-25,-1616.144707,1239.113790,-2855.258497
w1401_1410_1m,14:01-14:10 / 1m,2025-07-28,-1569.956094,1250.801836,-2820.757930
w1401_1410_1m,14:01-14:10 / 1m,2025-07-29,-1588.481611,1251.261609,-2839.743220
w1401_1410_1m,14:01-14:10 / 1m,2025-07-30,-1605.018496,1221.595817,-2826.614313
w1401_1410_1m,14:01-14:10 / 1m,2025-07-31,-1638.685427,1226.351977,-2865.037404
w1401_1410_1m,14:01-14:10 / 1m,2025-08-01,-1558.446012,1294.738444,-2853.184456
w1401_1410_1m,14:01-14:10 / 1m,2025-08-04,-1493.390193,1363.376825,-2856.767018
w1401_1410_1m,14:01-14:10 / 1m,2025-08-05,-1441.841987,1415.885424,-2857.727411
w1401_1410_1m,14:01-14:10 / 1m,2025-08-06,-1445.529748,1419.375097,-2864.904844
w1401_1410_1m,14:01-14:10 / 1m,2025-08-07,-1475.512684,1420.297172,-2895.809857
w1401_1410_1m,14:01-14:10 / 1m,2025-08-08,-1389.187444,1492.934938,-2882.122382
w1401_1410_1m,14:01-14:10 / 1m,2025-08-11,-1378.983151,1492.887096,-2871.870247
w1401_1410_1m,14:01-14:10 / 1m,2025-08-12,-1309.059184,1532.647824,-2841.707008
w1401_1410_1m,14:01-14:10 / 1m,2025-08-13,-1380.302132,1443.996896,-2824.299028
w1401_1410_1m,14:01-14:10 / 1m,2025-08-14,-1319.454596,1488.509545,-2807.964141
w1401_1410_1m,14:01-14:10 / 1m,2025-08-15,-1184.796149,1568.442783,-2753.238931
w1401_1410_1m,14:01-14:10 / 1m,2025-08-18,-1174.008466,1594.388237,-2768.396703
w1401_1410_1m,14:01-14:10 / 1m,2025-08-19,-1158.893425,1638.040490,-2796.933914
w1401_1410_1m,14:01-14:10 / 1m,2025-08-20,-1186.388061,1654.911952,-2841.300013
w1401_1410_1m,14:01-14:10 / 1m,2025-08-21,-1111.505453,1680.155354,-2791.660806
w1401_1410_1m,14:01-14:10 / 1m,2025-08-22,-1022.803987,1751.722646,-2774.526633
w1401_1410_1m,14:01-14:10 / 1m,2025-08-25,-1012.421779,1792.096483,-2804.518262
w1401_1410_1m,14:01-14:10 / 1m,2025-08-26,-1136.586211,1645.951425,-2782.537636
w1401_1410_1m,14:01-14:10 / 1m,2025-08-27,-1186.581341,1580.894706,-2767.476046
w1401_1410_1m,14:01-14:10 / 1m,2025-08-28,-1133.431369,1650.175887,-2783.607257
w1401_1410_1m,14:01-14:10 / 1m,2025-08-29,-1080.139521,1691.123619,-2771.263140
w1401_1410_1m,14:01-14:10 / 1m,2025-09-01,-1208.021894,1618.473578,-2826.495472
w1401_1410_1m,14:01-14:10 / 1m,2025-09-02,-1299.444064,1525.600828,-2825.044892
w1401_1410_1m,14:01-14:10 / 1m,2025-09-03,-1429.885388,1443.447224,-2873.332612
w1401_1410_1m,14:01-14:10 / 1m,2025-09-04,-1275.173077,1552.630497,-2827.803574
w1401_1410_1m,14:01-14:10 / 1m,2025-09-05,-1198.362280,1649.935635,-2848.297915
w1401_1410_1m,14:01-14:10 / 1m,2025-09-08,-1259.128967,1611.134336,-2870.263303
w1401_1410_1m,14:01-14:10 / 1m,2025-09-09,-1246.281815,1631.014603,-2877.296419
w1401_1410_1m,14:01-14:10 / 1m,2025-09-10,-1115.531710,1710.774455,-2826.306165
w1401_1410_1m,14:01-14:10 / 1m,2025-09-11,-1106.361208,1730.403780,-2836.764988
w1401_1410_1m,14:01-14:10 / 1m,2025-09-12,-1128.765811,1717.696779,-2846.462590
w1401_1410_1m,14:01-14:10 / 1m,2025-09-15,-1083.465532,1768.189623,-2851.655155
w1401_1410_1m,14:01-14:10 / 1m,2025-09-16,-1036.216008,1796.164327,-2832.380335
w1401_1410_1m,14:01-14:10 / 1m,2025-09-17,-1065.538533,1730.478824,-2796.017357
w1401_1410_1m,14:01-14:10 / 1m,2025-09-18,-1128.260023,1683.539418,-2811.799441
w1401_1410_1m,14:01-14:10 / 1m,2025-09-19,-1080.561512,1699.292630,-2779.854142
w1401_1410_1m,14:01-14:10 / 1m,2025-09-22,-1072.767980,1675.083896,-2747.851876
w1401_1410_1m,14:01-14:10 / 1m,2025-09-23,-873.150466,1835.839680,-2708.990146
w1401_1410_1m,14:01-14:10 / 1m,2025-09-24,-872.402726,1824.549755,-2696.952480
w1401_1410_1m,14:01-14:10 / 1m,2025-09-25,-988.794844,1777.073310,-2765.868154
w1401_1410_1m,14:01-14:10 / 1m,2025-09-26,-969.040328,1802.968631,-2772.008959
w1401_1410_1m,14:01-14:10 / 1m,2025-09-29,-934.141027,1826.651594,-2760.792620
w1401_1410_1m,14:01-14:10 / 1m,2025-09-30,-898.455280,1863.104967,-2761.560247
w1401_1410_1m,14:01-14:10 / 1m,2025-10-09,-995.881694,1847.439670,-2843.321364
w1401_1410_1m,14:01-14:10 / 1m,2025-10-10,-1015.181904,1812.802305,-2827.984209
w1401_1410_1m,14:01-14:10 / 1m,2025-10-13,-1112.862400,1763.960087,-2876.822488
w1401_1410_1m,14:01-14:10 / 1m,2025-10-14,-1048.353764,1821.144530,-2869.498295
w1401_1410_1m,14:01-14:10 / 1m,2025-10-15,-1067.941625,1793.937263,-2861.878888
w1401_1410_1m,14:01-14:10 / 1m,2025-10-16,-1212.835352,1676.228307,-2889.063659
w1401_1410_1m,14:01-14:10 / 1m,2025-10-17,-1197.935795,1699.724241,-2897.660036
w1401_1410_1m,14:01-14:10 / 1m,2025-10-20,-1069.718287,1806.199297,-2875.917585
w1401_1410_1m,14:01-14:10 / 1m,2025-10-21,-1079.762898,1805.890657,-2885.653555
w1401_1410_1m,14:01-14:10 / 1m,2025-10-22,-1103.137823,1817.679127,-2920.816950
w1401_1410_1m,14:01-14:10 / 1m,2025-10-23,-993.404222,1906.676048,-2900.080270
w1401_1410_1m,14:01-14:10 / 1m,2025-10-24,-911.258921,1954.139021,-2865.397942
w1401_1410_1m,14:01-14:10 / 1m,2025-10-27,-919.607424,1960.086702,-2879.694127
w1401_1410_1m,14:01-14:10 / 1m,2025-10-28,-883.321572,1973.193244,-2856.514816
w1401_1410_1m,14:01-14:10 / 1m,2025-10-29,-939.725464,1936.790338,-2876.515802
w1401_1410_1m,14:01-14:10 / 1m,2025-10-30,-977.085327,1958.416655,-2935.501982
w1401_1410_1m,14:01-14:10 / 1m,2025-10-31,-972.915942,1986.071703,-2958.987645
w1401_1410_1m,14:01-14:10 / 1m,2025-11-03,-1055.603364,1946.499994,-3002.103358
w1401_1410_1m,14:01-14:10 / 1m,2025-11-04,-1037.331490,1993.617711,-3030.949201
w1401_1410_1m,14:01-14:10 / 1m,2025-11-05,-984.277740,2022.549361,-3006.827101
w1401_1410_1m,14:01-14:10 / 1m,2025-11-06,-1016.998736,2017.614878,-3034.613613
w1401_1410_1m,14:01-14:10 / 1m,2025-11-07,-1005.290786,2047.986942,-3053.277728
w1401_1410_1m,14:01-14:10 / 1m,2025-11-10,-1007.008306,2067.264605,-3074.272911
w1401_1410_1m,14:01-14:10 / 1m,2025-11-11,-1038.890793,2050.717704,-3089.608497
w1401_1410_1m,14:01-14:10 / 1m,2025-11-12,-963.046293,2109.319891,-3072.366184
w1401_1410_1m,14:01-14:10 / 1m,2025-11-13,-1015.559375,2100.512700,-3116.072074
w1401_1410_1m,14:01-14:10 / 1m,2025-11-14,-1044.487992,2068.272700,-3112.760692
w1401_1410_1m,14:01-14:10 / 1m,2025-11-17,-1086.468269,2035.969218,-3122.437487
w1401_1410_1m,14:01-14:10 / 1m,2025-11-18,-1118.408898,1982.126545,-3100.535443
w1401_1410_1m,14:01-14:10 / 1m,2025-11-19,-1161.406352,1951.802753,-3113.209104
w1401_1410_1m,14:01-14:10 / 1m,2025-11-20,-1337.233044,1765.896144,-3103.129188
w1401_1410_1m,14:01-14:10 / 1m,2025-11-21,-1297.146227,1808.449227,-3105.595454
w1401_1410_1m,14:01-14:10 / 1m,2025-11-24,-1226.776080,1860.389193,-3087.165274
w1401_1410_1m,14:01-14:10 / 1m,2025-11-25,-1208.200029,1831.799971,-3040.000000
w1401_1410_1m,14:01-14:10 / 1m,2025-11-26,-1203.552699,1844.530531,-3048.083229
w1401_1410_1m,14:01-14:10 / 1m,2025-11-27,-1164.269165,1886.445789,-3050.714953
w1401_1410_1m,14:01-14:10 / 1m,2025-11-28,-1111.341409,1935.574507,-3046.915917
w1401_1410_1m,14:01-14:10 / 1m,2025-12-01,-1155.118966,1911.142567,-3066.261533
w1401_1410_1m,14:01-14:10 / 1m,2025-12-02,-1206.205339,1876.391386,-3082.596724
w1401_1410_1m,14:01-14:10 / 1m,2025-12-03,-1205.954310,1855.853440,-3061.807751
w1401_1410_1m,14:01-14:10 / 1m,2025-12-04,-1142.879227,1917.707619,-3060.586846
w1401_1410_1m,14:01-14:10 / 1m,2025-12-05,-1049.304230,1964.618817,-3013.923047
w1401_1410_1m,14:01-14:10 / 1m,2025-12-08,-1065.017363,1927.492883,-2992.510246
w1401_1410_1m,14:01-14:10 / 1m,2025-12-09,-1055.239079,1920.816329,-2976.055409
w1401_1410_1m,14:01-14:10 / 1m,2025-12-10,-1121.811071,1849.622976,-2971.434047
w1401_1410_1m,14:01-14:10 / 1m,2025-12-11,-1105.795725,1837.121617,-2942.917342
w1401_1410_1m,14:01-14:10 / 1m,2025-12-12,-1170.004606,1804.016624,-2974.021230
w1401_1410_1m,14:01-14:10 / 1m,2025-12-15,-1285.955143,1709.471375,-2995.426519
w1401_1410_1m,14:01-14:10 / 1m,2025-12-16,-1210.641793,1751.693705,-2962.335498
w1401_1410_1m,14:01-14:10 / 1m,2025-12-17,-1244.548961,1786.599215,-3031.148176
w1401_1410_1m,14:01-14:10 / 1m,2025-12-18,-1219.394707,1843.020274,-3062.414981
w1401_1410_1m,14:01-14:10 / 1m,2025-12-19,-1167.349730,1879.311925,-3046.661654
w1401_1410_1m,14:01-14:10 / 1m,2025-12-22,-1182.650573,1851.271902,-3033.922475
w1401_1410_1m,14:01-14:10 / 1m,2025-12-23,-1123.101700,1907.805135,-3030.906835
w1401_1410_1m,14:01-14:10 / 1m,2025-12-24,-1057.728767,1959.313360,-3017.042127
w1401_1410_1m,14:01-14:10 / 1m,2025-12-25,-1060.759580,1948.631859,-3009.391439
w1401_1410_1m,14:01-14:10 / 1m,2025-12-26,-1084.875504,1928.962033,-3013.837537
w1401_1410_1m,14:01-14:10 / 1m,2025-12-29,-1075.963051,1909.840932,-2985.803984
w1401_1410_1m,14:01-14:10 / 1m,2025-12-30,-1095.536483,1911.094378,-3006.630862
w1401_1410_1m,14:01-14:10 / 1m,2025-12-31,-998.055137,1991.658961,-2989.714098
w1401_1410_3m,14:01-14:10 / 3m,2022-01-04,-94.450139,-81.920511,-12.529628
w1401_1410_3m,14:01-14:10 / 3m,2022-01-05,-38.625808,-18.903510,-19.722297
w1401_1410_3m,14:01-14:10 / 3m,2022-01-06,-150.726424,-109.367367,-41.359057
w1401_1410_3m,14:01-14:10 / 3m,2022-01-07,-140.343688,-105.613418,-34.730271
w1401_1410_3m,14:01-14:10 / 3m,2022-01-10,-185.675010,-128.983692,-56.691319
w1401_1410_3m,14:01-14:10 / 3m,2022-01-11,-121.620703,-64.691320,-56.929383
w1401_1410_3m,14:01-14:10 / 3m,2022-01-12,-180.099379,-111.747407,-68.351972
w1401_1410_3m,14:01-14:10 / 3m,2022-01-13,-188.459443,-153.779922,-34.679520
w1401_1410_3m,14:01-14:10 / 3m,2022-01-14,-118.808457,-82.922298,-35.886159
w1401_1410_3m,14:01-14:10 / 3m,2022-01-17,-166.164562,-130.214436,-35.950126
w1401_1410_3m,14:01-14:10 / 3m,2022-01-18,-196.851909,-129.562064,-67.289845
w1401_1410_3m,14:01-14:10 / 3m,2022-01-19,-314.987802,-224.860585,-90.127217
w1401_1410_3m,14:01-14:10 / 3m,2022-01-20,-427.158797,-291.796881,-135.361916
w1401_1410_3m,14:01-14:10 / 3m,2022-01-21,-420.000345,-313.216155,-106.784190
w1401_1410_3m,14:01-14:10 / 3m,2022-01-24,-611.625951,-520.520794,-91.105158
w1401_1410_3m,14:01-14:10 / 3m,2022-01-25,-656.444049,-548.125461,-108.318588
w1401_1410_3m,14:01-14:10 / 3m,2022-01-26,-802.098060,-698.799372,-103.298687
w1401_1410_3m,14:01-14:10 / 3m,2022-01-27,-847.763690,-694.420635,-153.343055
w1401_1410_3m,14:01-14:10 / 3m,2022-01-28,-842.658946,-669.131791,-173.527155
w1401_1410_3m,14:01-14:10 / 3m,2022-02-07,-822.871137,-612.688066,-210.183071
w1401_1410_3m,14:01-14:10 / 3m,2022-02-08,-688.535638,-494.125126,-194.410512
w1401_1410_3m,14:01-14:10 / 3m,2022-02-09,-710.810512,-506.747518,-204.062995
w1401_1410_3m,14:01-14:10 / 3m,2022-02-10,-799.355840,-599.212292,-200.143548
w1401_1410_3m,14:01-14:10 / 3m,2022-02-11,-812.133581,-606.387877,-205.745704
w1401_1410_3m,14:01-14:10 / 3m,2022-02-14,-750.375689,-572.085460,-178.290230
w1401_1410_3m,14:01-14:10 / 3m,2022-02-15,-658.596611,-478.442580,-180.154031
w1401_1410_3m,14:01-14:10 / 3m,2022-02-16,-632.040120,-476.650440,-155.389680
w1401_1410_3m,14:01-14:10 / 3m,2022-02-17,-655.044578,-455.913684,-199.130894
w1401_1410_3m,14:01-14:10 / 3m,2022-02-18,-573.668500,-371.354931,-202.313569
w1401_1410_3m,14:01-14:10 / 3m,2022-02-21,-617.435929,-411.911221,-205.524708
w1401_1410_3m,14:01-14:10 / 3m,2022-02-22,-471.316662,-304.887363,-166.429299
w1401_1410_3m,14:01-14:10 / 3m,2022-02-23,-586.135663,-420.208155,-165.927508
w1401_1410_3m,14:01-14:10 / 3m,2022-02-24,-529.036599,-349.722641,-179.313958
w1401_1410_3m,14:01-14:10 / 3m,2022-02-25,-452.591170,-333.881752,-118.709418
w1401_1410_3m,14:01-14:10 / 3m,2022-02-28,-425.661084,-285.084270,-140.576814
w1401_1410_3m,14:01-14:10 / 3m,2022-03-01,-417.224806,-247.279401,-169.945406
w1401_1410_3m,14:01-14:10 / 3m,2022-03-02,-453.150861,-254.097621,-199.053239
w1401_1410_3m,14:01-14:10 / 3m,2022-03-03,-515.929686,-313.867809,-202.061877
w1401_1410_3m,14:01-14:10 / 3m,2022-03-04,-624.912284,-403.985695,-220.926589
w1401_1410_3m,14:01-14:10 / 3m,2022-03-07,-793.958191,-565.792127,-228.166064
w1401_1410_3m,14:01-14:10 / 3m,2022-03-08,-890.398852,-701.009104,-189.389748
w1401_1410_3m,14:01-14:10 / 3m,2022-03-09,-608.051733,-467.798138,-140.253594
w1401_1410_3m,14:01-14:10 / 3m,2022-03-10,-573.706925,-426.787348,-146.919576
w1401_1410_3m,14:01-14:10 / 3m,2022-03-11,-650.763887,-513.163928,-137.599959
w1401_1410_3m,14:01-14:10 / 3m,2022-03-14,-906.379399,-815.164717,-91.214682
w1401_1410_3m,14:01-14:10 / 3m,2022-03-15,-831.683138,-746.669158,-85.013980
w1401_1410_3m,14:01-14:10 / 3m,2022-03-16,-691.454993,-625.789131,-65.665862
w1401_1410_3m,14:01-14:10 / 3m,2022-03-17,-648.886247,-558.331699,-90.554549
w1401_1410_3m,14:01-14:10 / 3m,2022-03-18,-572.331836,-498.442597,-73.889239
w1401_1410_3m,14:01-14:10 / 3m,2022-03-21,-581.476418,-481.622852,-99.853565
w1401_1410_3m,14:01-14:10 / 3m,2022-03-22,-555.183631,-452.605046,-102.578585
w1401_1410_3m,14:01-14:10 / 3m,2022-03-23,-597.773517,-501.017896,-96.755621
w1401_1410_3m,14:01-14:10 / 3m,2022-03-24,-670.463097,-534.620575,-135.842522
w1401_1410_3m,14:01-14:10 / 3m,2022-03-25,-753.175635,-575.779266,-177.396370
w1401_1410_3m,14:01-14:10 / 3m,2022-03-28,-803.280292,-637.016881,-166.263412
w1401_1410_3m,14:01-14:10 / 3m,2022-03-29,-707.386360,-572.111821,-135.274539
w1401_1410_3m,14:01-14:10 / 3m,2022-03-30,-731.789213,-582.985267,-148.803946
w1401_1410_3m,14:01-14:10 / 3m,2022-03-31,-757.074604,-584.412150,-172.662454
w1401_1410_3m,14:01-14:10 / 3m,2022-04-01,-765.422864,-544.764408,-220.658456
w1401_1410_3m,14:01-14:10 / 3m,2022-04-06,-841.098814,-643.329995,-197.768820
w1401_1410_3m,14:01-14:10 / 3m,2022-04-07,-904.718370,-713.815735,-190.902635
w1401_1410_3m,14:01-14:10 / 3m,2022-04-08,-1065.274972,-874.611101,-190.663871
w1401_1410_3m,14:01-14:10 / 3m,2022-04-11,-1034.972824,-818.869251,-216.103572
w1401_1410_3m,14:01-14:10 / 3m,2022-04-12,-1080.053705,-878.269994,-201.783711
w1401_1410_3m,14:01-14:10 / 3m,2022-04-13,-1072.277155,-879.561616,-192.715539
w1401_1410_3m,14:01-14:10 / 3m,2022-04-14,-1152.899701,-974.386454,-178.513247
w1401_1410_3m,14:01-14:10 / 3m,2022-04-15,-1102.666623,-959.843193,-142.823430
w1401_1410_3m,14:01-14:10 / 3m,2022-04-18,-1105.744680,-944.704830,-161.039850
w1401_1410_3m,14:01-14:10 / 3m,2022-04-19,-1154.417225,-976.252867,-178.164358
w1401_1410_3m,14:01-14:10 / 3m,2022-04-20,-1346.868324,-1171.908999,-174.959325
w1401_1410_3m,14:01-14:10 / 3m,2022-04-21,-1444.772793,-1250.881749,-193.891045
w1401_1410_3m,14:01-14:10 / 3m,2022-04-22,-1866.667372,-1688.693667,-177.973705
w1401_1410_3m,14:01-14:10 / 3m,2022-04-25,-2091.128277,-1912.238936,-178.889340
w1401_1410_3m,14:01-14:10 / 3m,2022-04-26,-1939.115411,-1801.720900,-137.394511
w1401_1410_3m,14:01-14:10 / 3m,2022-04-27,-2023.503322,-1842.160657,-181.342666
w1401_1410_3m,14:01-14:10 / 3m,2022-04-28,-1771.271019,-1583.762576,-187.508443
w1401_1410_3m,14:01-14:10 / 3m,2022-04-29,-1691.411334,-1503.563108,-187.848226
w1401_1410_3m,14:01-14:10 / 3m,2022-05-05,-1714.908756,-1560.116124,-154.792632
w1401_1410_3m,14:01-14:10 / 3m,2022-05-06,-1645.790048,-1482.264605,-163.525443
w1401_1410_3m,14:01-14:10 / 3m,2022-05-09,-1540.078951,-1380.062158,-160.016793
w1401_1410_3m,14:01-14:10 / 3m,2022-05-10,-1470.381267,-1336.220701,-134.160566
w1401_1410_3m,14:01-14:10 / 3m,2022-05-11,-1522.279917,-1373.912488,-148.367428
w1401_1410_3m,14:01-14:10 / 3m,2022-05-12,-1477.108705,-1309.509995,-167.598709
w1401_1410_3m,14:01-14:10 / 3m,2022-05-13,-1490.104595,-1297.745093,-192.359502
w1401_1410_3m,14:01-14:10 / 3m,2022-05-16,-1473.932480,-1301.959863,-171.972616
w1401_1410_3m,14:01-14:10 / 3m,2022-05-17,-1424.618947,-1240.260046,-184.358901
w1401_1410_3m,14:01-14:10 / 3m,2022-05-18,-1429.739118,-1247.016857,-182.722261
w1401_1410_3m,14:01-14:10 / 3m,2022-05-19,-1366.730202,-1164.272321,-202.457881
w1401_1410_3m,14:01-14:10 / 3m,2022-05-20,-1289.657020,-1075.027198,-214.629822
w1401_1410_3m,14:01-14:10 / 3m,2022-05-23,-1511.350968,-1285.535677,-225.815291
w1401_1410_3m,14:01-14:10 / 3m,2022-05-24,-1502.432309,-1266.415267,-236.017042
w1401_1410_3m,14:01-14:10 / 3m,2022-05-25,-1486.894726,-1239.111025,-247.783701
w1401_1410_3m,14:01-14:10 / 3m,2022-05-26,-1480.645552,-1228.894339,-251.751214
w1401_1410_3m,14:01-14:10 / 3m,2022-05-27,-1418.675309,-1165.795027,-252.880282
w1401_1410_3m,14:01-14:10 / 3m,2022-05-30,-1328.954393,-1071.374318,-257.580075
w1401_1410_3m,14:01-14:10 / 3m,2022-05-31,-1280.569809,-1014.043021,-266.526788
w1401_1410_3m,14:01-14:10 / 3m,2022-06-01,-1209.163127,-954.967304,-254.195823
w1401_1410_3m,14:01-14:10 / 3m,2022-06-02,-1072.339170,-858.965803,-213.373367
w1401_1410_3m,14:01-14:10 / 3m,2022-06-06,-1090.890230,-862.273636,-228.616594
w1401_1410_3m,14:01-14:10 / 3m,2022-06-07,-1105.737951,-853.647151,-252.090800
w1401_1410_3m,14:01-14:10 / 3m,2022-06-08,-1185.278395,-917.668053,-267.610343
w1401_1410_3m,14:01-14:10 / 3m,2022-06-09,-1096.744198,-828.517901,-268.226297
w1401_1410_3m,14:01-14:10 / 3m,2022-06-10,-1064.411527,-804.992041,-259.419486
w1401_1410_3m,14:01-14:10 / 3m,2022-06-13,-1050.114770,-781.532794,-268.581976
w1401_1410_3m,14:01-14:10 / 3m,2022-06-14,-1036.537950,-737.392034,-299.145916
w1401_1410_3m,14:01-14:10 / 3m,2022-06-15,-1046.707489,-749.207069,-297.500420
w1401_1410_3m,14:01-14:10 / 3m,2022-06-16,-974.767940,-709.788577,-264.979363
w1401_1410_3m,14:01-14:10 / 3m,2022-06-17,-896.942958,-630.691522,-266.251436
w1401_1410_3m,14:01-14:10 / 3m,2022-06-20,-939.820701,-654.316714,-285.503987
w1401_1410_3m,14:01-14:10 / 3m,2022-06-21,-974.807370,-698.725236,-276.082134
w1401_1410_3m,14:01-14:10 / 3m,2022-06-22,-928.006264,-654.796864,-273.209400
w1401_1410_3m,14:01-14:10 / 3m,2022-06-23,-845.708767,-581.339836,-264.368931
w1401_1410_3m,14:01-14:10 / 3m,2022-06-24,-805.158885,-545.107808,-260.051077
w1401_1410_3m,14:01-14:10 / 3m,2022-06-27,-746.541542,-473.757990,-272.783552
w1401_1410_3m,14:01-14:10 / 3m,2022-06-28,-852.059492,-558.936428,-293.123064
w1401_1410_3m,14:01-14:10 / 3m,2022-06-29,-842.962655,-558.098605,-284.864051
w1401_1410_3m,14:01-14:10 / 3m,2022-06-30,-864.068415,-572.727711,-291.340704
w1401_1410_3m,14:01-14:10 / 3m,2022-07-01,-816.034020,-532.489482,-283.544538
w1401_1410_3m,14:01-14:10 / 3m,2022-07-04,-856.173260,-560.473639,-295.699622
w1401_1410_3m,14:01-14:10 / 3m,2022-07-05,-873.475059,-567.923030,-305.552029
w1401_1410_3m,14:01-14:10 / 3m,2022-07-06,-813.331973,-510.686693,-302.645280
w1401_1410_3m,14:01-14:10 / 3m,2022-07-07,-853.846259,-507.871455,-345.974804
w1401_1410_3m,14:01-14:10 / 3m,2022-07-08,-915.744246,-568.000143,-347.744103
w1401_1410_3m,14:01-14:10 / 3m,2022-07-11,-971.000082,-626.312020,-344.688062
w1401_1410_3m,14:01-14:10 / 3m,2022-07-12,-921.085187,-578.318494,-342.766693
w1401_1410_3m,14:01-14:10 / 3m,2022-07-13,-822.224567,-525.366339,-296.858228
w1401_1410_3m,14:01-14:10 / 3m,2022-07-14,-830.317415,-601.529903,-228.787512
w1401_1410_3m,14:01-14:10 / 3m,2022-07-15,-782.454625,-519.912002,-262.542623
w1401_1410_3m,14:01-14:10 / 3m,2022-07-18,-740.174959,-452.884821,-287.290139
w1401_1410_3m,14:01-14:10 / 3m,2022-07-19,-699.702664,-396.796683,-302.905981
w1401_1410_3m,14:01-14:10 / 3m,2022-07-20,-712.038704,-403.179126,-308.859578
w1401_1410_3m,14:01-14:10 / 3m,2022-07-21,-762.359601,-450.340663,-312.018937
w1401_1410_3m,14:01-14:10 / 3m,2022-07-22,-785.714076,-461.435115,-324.278961
w1401_1410_3m,14:01-14:10 / 3m,2022-07-25,-737.399188,-408.926685,-328.472503
w1401_1410_3m,14:01-14:10 / 3m,2022-07-26,-651.500633,-342.619942,-308.880691
w1401_1410_3m,14:01-14:10 / 3m,2022-07-27,-599.541665,-304.970318,-294.571348
w1401_1410_3m,14:01-14:10 / 3m,2022-07-28,-629.940819,-339.281557,-290.659261
w1401_1410_3m,14:01-14:10 / 3m,2022-07-29,-572.014411,-324.963309,-247.051101
w1401_1410_3m,14:01-14:10 / 3m,2022-08-01,-724.960540,-513.207330,-211.753210
w1401_1410_3m,14:01-14:10 / 3m,2022-08-02,-774.101135,-573.640021,-200.461113
w1401_1410_3m,14:01-14:10 / 3m,2022-08-03,-798.678856,-580.854345,-217.824511
w1401_1410_3m,14:01-14:10 / 3m,2022-08-04,-693.438210,-477.885639,-215.552571
w1401_1410_3m,14:01-14:10 / 3m,2022-08-05,-607.648000,-387.034579,-220.613421
w1401_1410_3m,14:01-14:10 / 3m,2022-08-08,-548.002863,-357.949406,-190.053456
